"C_EIN"|"C_Org_Name"|"ACTIVITY_ID"|"XML_DOCUMENT_ID"|"REGION"|"NUM_OFFICES"|"NUM_EMP"|"ACTIVITIES"|"ACTIVITY_TYPE"|"TOT_EXPENDITURES"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18591"|"1428062"|"South America"|"0"|"5"|"Program Services"|"Faculty and staff development, research and related travel"|"13972.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18592"|"1428062"|"Middle East and North Africa"|"0"|"2"|"Program Services"|"Faculty and staff professional development, research and related travel"|"11472.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18593"|"1428062"|"Sub-Saharan Africa"|"0"|"3"|"Program Services"|"Faculty and staff professional development, research and related travel"|"6955.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18594"|"1428062"|"Central America and the Caribbean"|"0"|"1"|"Program Services"|"Faculty and staff professional development, research and related travel"|"3360.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18595"|"1428062"|"East Asia and the Pacific"|"0"|"4"|"Fundraising"|"Alumni and donor events"|"43088.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18596"|"1428062"|"Europe (including Iceland and Greenland)"|"0"|"1"|"Fundraising"|"Alumni and donor events"|"3033.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18597"|"1428062"|"Central America and the Caribbean"|"0"|"0"|"Investments"|""|"47618388.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"18598"|"1428062"|"Europe (including Iceland and Greenland)"|"0"|"0"|"Investments"|"Europe, including Iceland and Greenland Investment Book Value = $1,948,000, expenses total $15,039"|"1948000.0000"
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"18713"|"1428761"|"CANADA"|""|"5"|"PROGRAM SERVICE"|"HORSE SHOW"|"790919.0000"
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"18859"|"1434187"|"CENTRAL AMERICA AND THE CARIBBEAN"|"1"|"1"|"GRANTS, SCHOOL & CLINIC"|"EDUCATIONAL, MEDICAL"|"694318.0000"
"01-0518534"|"THE SHARING FOUNDATION"|"19198"|"1437206"|"SOUTHEAST ASIA (CAMBODIA ONLY)"|"1"|"1"|"REFERENCE 990, PART III: INCLUDES DETAIL STATEMENT OF ACTIVITIES CONDUCTED IN CAMBODIA"|"REFERENCE 990 PART III"|"303927.0000"
"01-0681969"|"AMRRICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"19478"|"1444399"|"MIDDLE EAST"|""|""|"GRANTS TO RECIPIENTS"|"GRANTS"|"203157.0000"
"01-0540292"|"Konbit Sante Cap Haitien Health Partners"|"19499"|"1444602"|"Central America & Caribbean"|"1"|"24"|"Program Services"|"Column E This number includes funds spent for program services in Haiti from Konbit Sante's"|"1141943.0000"
"01-6011501"|"University of Maine Foundation"|"20482"|"1449815"|"Europe (Including Iceland & Greenland)"|""|""|"Investments"|""|"7918404.0000"
"01-6011501"|"University of Maine Foundation"|"20483"|"1449815"|"Central America and the Caribbean"|""|""|"Investments"|""|"26770318.0000"
"01-0509118"|"Maine International Trade Center"|"20817"|"1454569"|"Europe (Including Iceland & Greenland)"|"0"|"0"|"Program Services"|"Trade missions & Trade Shows"|"15381.0000"
"01-0509118"|"Maine International Trade Center"|"20818"|"1454569"|"North America (Including Canada)"|"0"|"0"|"Program Services"|"Trade Missions & Trade Shows"|"8586.0000"
"01-0509118"|"Maine International Trade Center"|"20819"|"1454569"|"Asia"|"0"|"0"|"Program Services"|"Trade Missions"|"79471.0000"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"21813"|"1461664"|"HONDURAS"|"1"|"1"|"PROGRAM SERVICES"|"CHILD WELFARE MINISTRY"|"512846.0000"
"01-0523509"|"Ctr for Cetacean Research and Conservation"|"22534"|"1468286"|"(1) South Pacific"|"1"|"1"|"Research"|"Cetaecean Biology"|"84716.0000"
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"22727"|"1469226"|"ASIA"|"0"|"0"|"ANNUAL CONFERENCE"|""|"30169.0000"
"01-0212438"|"Maine Central Institute"|"23614"|"1475002"|"East Asia and the Pacific -"|"0"|"0"|"Finders fees paid for recruiting students"|""|"345873.0000"
"01-0212438"|"Maine Central Institute"|"23615"|"1475002"|"Middle East and North Africa -"|"0"|"0"|"Finders fees paid for recruiting students"|""|"8170.0000"
"01-0212438"|"Maine Central Institute"|"23616"|"1475002"|"South America - Argentina, Bolivia,"|"0"|"0"|"Cost of travel for recruiting"|""|"22732.0000"
"01-0212438"|"Maine Central Institute"|"23617"|"1475002"|"Russia & the Newly Independent States -"|"0"|"0"|"Cost of travel for recruiting"|""|"4632.0000"
"01-0212438"|"Maine Central Institute"|"23618"|"1475002"|"East Asia and the Pacific -"|"0"|"0"|"Cost of travel for recruiting"|""|"23599.0000"
"01-0212438"|"Maine Central Institute"|"23619"|"1475002"|"Europe (Including Iceland & Greenland)"|"0"|"0"|"Cost of travel for recruiting"|""|"1404.0000"
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"23776"|"1481493"|"CENTRAL AMERICA AND THE CARIBBEAN -"|"0"|"0"|"INVESTMENTS"|""|"4715000.0000"
"01-0645907"|"LIFE EDUCATION FOUNDATION"|"24378"|"1494043"|"EAST ASIA AND THE PACIFIC"|"0"|"0"|"Program services"|"All program services of the Organization are performed in the Region"|"0.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24441"|"1497088"|"Central America and the Caribbean"|""|""|"Grantmaking"|""|"2000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24442"|"1497088"|"East Asia and the Pacific"|""|""|"Grantmaking"|""|"50000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24443"|"1497088"|"Europe (Including Iceland and Greenland)"|""|""|"Grantmaking"|""|"142000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24444"|"1497088"|"North America"|""|""|"Grantmaking"|""|"8000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24445"|"1497088"|"South Asia"|""|""|"Grantmaking"|""|"8000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24446"|"1497088"|"Sub-Saharan Africa"|""|""|"Grantmaking"|""|"4000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24447"|"1497088"|"Central America and the Caribbean"|""|""|"Investments"|""|"583526000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24448"|"1497088"|"Europe (Including Iceland and Greenland)"|""|""|"Investments"|""|"9323000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24449"|"1497088"|"Sub-Saharan Afnca"|""|""|"Investments"|""|"12211000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24450"|"1497088"|"Europe (Including Iceland and Greenland)"|""|""|"Fundraising"|""|"44000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24451"|"1497088"|"Central America and the Caribbean"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"2000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24452"|"1497088"|"East Asia and the Pacific"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"13000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24453"|"1497088"|"Europe (Including Iceland and Greenland)"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"85000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24454"|"1497088"|"Middle East and North Africa"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"3000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24455"|"1497088"|"North Amenca"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"18000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24456"|"1497088"|"North Amenca"|"1"|"1"|"Program Services"|"SCIENTIFIC STATION"|"32000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24457"|"1497088"|"South Amenca"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"14000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24458"|"1497088"|"South Asia"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"5000.0000"
"01-0215213"|"BOWDOIN COLLEGE"|"24459"|"1497088"|"Sub-Saharan Afnca"|""|""|"Program Services"|"FACULTY AND STAFF PROFESSIONAL DEVELOPMENT, PESEARCH, AND RELATED TRAVEL"|"3000.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24636"|"1499487"|"A ntarctica"|"0"|"0"|"Program Services"|"Research"|"21076.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24637"|"1499487"|"Central America and the Caribbean"|"0"|"0"|"Investments"|""|"887634725.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24638"|"1499487"|"Central America and the Caribbean"|"0"|"0"|"Program Services"|"Research"|"56265.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24639"|"1499487"|"Central America and the Caribbean"|"0"|"0"|"Program Services"|"Education and educational consulting"|"190451.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24640"|"1499487"|"Central America and the Caribbean"|"0"|"0"|"Program Services"|"Study-abroad programs"|"134156.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24641"|"1499487"|"Central America and the Caribbean"|"0"|"0"|"Program Services"|"Volunteer Services"|"102579.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24642"|"1499487"|"East Asia and the Pacific"|"0"|"0"|"Program Services"|"Research"|"236953.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24643"|"1499487"|"East Asia and the Pacific"|"0"|"0"|"Program Services"|"Education and educational consulting"|"1402289.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24644"|"1499487"|"East Asia and the Pacific"|"0"|"0"|"Program Services"|"Study-abroad programs"|"717124.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24645"|"1499487"|"East Asia and the Pacific"|"0"|"0"|"Program Services"|"Volunteer Services"|"45750.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24646"|"1499487"|"East Asia and the Pacific"|"0"|"0"|"Investments"|""|"108824.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24647"|"1499487"|"Europe"|"0"|"0"|"Investments"|""|"46610373.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24648"|"1499487"|"Europe"|"0"|"0"|"Program Services"|"Research"|"1307223.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24649"|"1499487"|"Europe"|"0"|"0"|"Program Services"|"Education and educational consulting"|"2526056.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24650"|"1499487"|"Europe"|"0"|"0"|"Program Services"|"Study-abroad programs"|"3609260.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24651"|"1499487"|"Europe"|"0"|"0"|"Program Services"|"Volunteer Services"|"58450.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24652"|"1499487"|"Middle East and North Africa"|"0"|"0"|"Program Services"|"Research"|"86494.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24653"|"1499487"|"Middle East and North Africa"|"0"|"0"|"Program Services"|"Education and educational consulting"|"83569.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24654"|"1499487"|"Middle East and North Africa"|"0"|"0"|"Program Services"|"Study-abroad programs"|"151166.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24655"|"1499487"|"Middle East and North Africa"|"0"|"0"|"Program Services"|"Volunteer Services"|"21072.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24656"|"1499487"|"North America"|"0"|"0"|"Program Services"|"Research"|"190657.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24657"|"1499487"|"North A merica"|"0"|"0"|"Program Services"|"Education and educational consulting"|"246789.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24658"|"1499487"|"North A merica"|"0"|"0"|"Program Services"|"Study-abroad programs"|"45806.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24659"|"1499487"|"North A merica"|"0"|"0"|"Program Services"|"Volunteer Services"|"4000.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24660"|"1499487"|"Russia and the Newly Independent States"|"0"|"0"|"Program Services"|"Study-abroad programs"|"5210.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24661"|"1499487"|"Russia and the Newly Independent States"|"0"|"0"|"Program Services"|"Education and educational consulting"|"51879.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24662"|"1499487"|"Russia and the Newly Independent States"|"0"|"0"|"Program Services"|"Research"|"15651.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24663"|"1499487"|"South A merica"|"0"|"0"|"Program Services"|"Research"|"89525.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24664"|"1499487"|"South A merica"|"0"|"0"|"Program Services"|"Education and educational consulting"|"287599.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24665"|"1499487"|"South A merica"|"0"|"0"|"Program Services"|"Study-abroad programs"|"452826.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24666"|"1499487"|"South A merica"|"0"|"0"|"Program Services"|"Volunteer Services"|"32040.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24667"|"1499487"|"South Asia"|"0"|"0"|"Investments"|""|"5670113.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24668"|"1499487"|"South Asia"|""|""|"Program Services"|"Research"|"1059.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24669"|"1499487"|"South Asia"|"0"|"0"|"Program Services"|"Education and educational consulting"|"595407.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24670"|"1499487"|"South Asia"|"0"|"0"|"Program Services"|"Study-abroad programs"|"131140.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24671"|"1499487"|"South Asia"|"0"|"0"|"Program Services"|"Volunteer Services"|"44100.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24672"|"1499487"|"Sub-Saharan Africa"|"0"|"0"|"Program Services"|"Research"|"660268.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24673"|"1499487"|"Sub-Saharan Africa"|"0"|"0"|"Program Services"|"Education and educational consulting"|"371473.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24674"|"1499487"|"Sub-Saharan Africa"|"0"|"0"|"Program Services"|"Study-abroad programs"|"361290.0000"
"02-0222111"|"Trustees of Dartmouth College"|"24675"|"1499487"|"Sub-Saharan Afnca"|"0"|"0"|"Program Services"|"Volunteer Services"|"163313.0000"
"01-0705428"|"Ukrainian Ministry, Inc."|"25544"|"1501987"|"Russia"|""|""|"Program Services"|""|"42515.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26382"|"1508502"|"Europe (including Iceland and Greenland)"|"3"|"5"|"Program Services"|"Study Abroad Program"|"1176000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26383"|"1508502"|"Central America and the Caribbean"|"0"|"2"|"Program Services"|"Study Abroad Program"|"76000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26384"|"1508502"|"South Asia"|"0"|"1"|"Program Services"|"Study Abroad Program"|"73000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26385"|"1508502"|"East Asia and the Pacific"|"0"|"1"|"Program Services"|"Study Abroad Program"|"65000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26386"|"1508502"|"South America"|"0"|"1"|"Program Services"|"Study Abroad Program"|"30000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26387"|"1508502"|"Russia and the newly independent States"|"0"|"0"|"Program Services"|"Study Abroad Program"|"14000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26388"|"1508502"|"Europe (including Iceland and Greenland)"|"0"|"0"|"Grantmaking"|""|"1304000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26389"|"1508502"|"East Asia and the Pacific"|"0"|"0"|"Grantmaking"|""|"434000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26390"|"1508502"|"South America"|"0"|"0"|"Grantmaking"|""|"104000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26391"|"1508502"|"Sub-Saharan Africa"|"0"|"0"|"Grantmaking"|""|"100000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26392"|"1508502"|"Middle East and North Africa"|"0"|"0"|"Grantmaking"|""|"83000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26393"|"1508502"|"Central America and the Caribbean"|"0"|"0"|"Grantmaking"|""|"69000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26394"|"1508502"|"North America (including Canada and Mexico, but not the United States)"|"0"|"0"|"Grantmaking"|""|"50000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26395"|"1508502"|"South Asia"|"0"|"0"|"Grantmaking"|""|"42000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26396"|"1508502"|"Russia and the newly independent States"|"0"|"0"|"Grantmaking"|""|"2000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26397"|"1508502"|"Central America and the Caribbean"|"0"|"0"|"Investments"|""|"55484000.0000"
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"26398"|"1508502"|"Europe (including Iceland and Greenland)"|"0"|"0"|"Investments"|""|"3081000.0000"
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"27488"|"1516918"|"Central America and the Caribbean"|""|""|"Program Services"|"CAPTIVE INSURANCE INV"|"5403013.0000"
"02-0222182"|"SAINT ANSELM COLLEGE"|"28384"|"1524534"|"Central America and the Caribbean"|"0"|"0"|"Investments"|""|"21104256.0000"
"02-0222182"|"SAINT ANSELM COLLEGE"|"28385"|"1524534"|"Europe (including Iceland and Greenland)"|"0"|"3"|"Program Services"|"Instruction"|"63247.0000"
"01-0961799"|"Hope Builders International"|"31404"|"1529317"|"South Asia"|""|""|""|""|"59877.0000"
"01-0961799"|"Hope Builders International"|"31405"|"1529317"|"Central America"|""|""|""|""|"26719.0000"
"01-0961799"|"Hope Builders International"|"31406"|"1529317"|"Middle East"|""|""|""|""|"61041.0000"
"01-0961799"|"Hope Builders International"|"31407"|"1529317"|"Europe"|""|""|""|""|"8059.0000"
"01-0961799"|"Hope Builders International"|"31408"|"1529317"|"Africa"|""|""|""|""|"10971.0000"
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"29439"|"1529420"|"RUSSIA/INDEPENDENT STATES"|"1"|"8"|"GRANTS TO RECIPIENTS LOCATED IN REGION, OTHER PROGRAM SERVICES"|"THE U S RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW (""USRF"")"|"4553191.0000"
"01-0909843"|"Friends of Kenya Wildlife Trust"|"31236"|"1529797"|"Sub-Saharan Africa Kenya"|""|""|"Grants to KWT's Projects"|"Conservation"|"433360.0000"
"01-0909843"|"Friends of Kenya Wildlife Trust"|"31237"|"1529797"|"United Kingdom"|""|""|"Grant to WildCRU"|"Conservation"|"5600.0000"
"01-0444523"|"John M. Eagleson Jr. Institute"|"31986"|"1538593"|"Russia"|""|""|"Program Services"|"Mentoring/Tra ining"|"32901.0000"
"01-0444523"|"John M. Eagleson Jr. Institute"|"31987"|"1538593"|"Dominican Republic"|""|""|"Program Services"|"Mentoring"|"8707.0000"
"01-0444523"|"John M. Eagleson Jr. Institute"|"31988"|"1538593"|"Kenya"|""|""|"Program Services"|"Mentoring"|"25364.0000"
"01-0748205"|"THE FRIENDS OF THALAMUS"|"32571"|"1546599"|"Central America"|"1"|"1"|"GRANTS"|"BRAZIL'S SOCIAL DEVELOPMENT"|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"32928"|"1552250"|"Central America and the Caribbean"|"1"|"1"|"Program Services"|"Education health Training"|""
"01-0518900"|"THE POPTECH INSTITUTE"|"33270"|"1558086"|"SUB-SAHARAN AFRICA"|"0"|"0"|"PROGRAM SERVICES"|"PEACETXT"|"22500.0000"
"01-0518900"|"THE POPTECH INSTITUTE"|"33271"|"1558086"|"EUROPE"|"0"|"0"|"PROGRAM SERVICES"|"FELLOWS PROGRAM,FUTURE OF WORK"|"42621.0000"
"01-0783423"|"VISION COMMUNICATIONS INTERNATIONAL"|"34264"|"1589874"|"Middle East and North Africa"|"1"|"28"|"Program Services"|"Christian Television, Internet Content, and Mobile Apps"|"506091.0000"
"01-0794834"|"INTERNATIONAL SOCIETY FOR AUTISM RESEARCH"|"34461"|"1594051"|"MIDDLE EAST AND NORTH AFRICA"|"0"|"0"|"AWARDS PROVIDED TO INDIVIDUALS"|""|"1000.0000"
"01-0794834"|"INTERNATIONAL SOCIETY FOR AUTISM RESEARCH"|"34462"|"1594051"|"SOUTH AMERICA"|"0"|"0"|"AWARDS PROVIDED TO INDIVIDUALS"|""|"4000.0000"
"01-0794834"|"INTERNATIONAL SOCIETY FOR AUTISM RESEARCH"|"34463"|"1594051"|"EAST ASIA AND THE PACIFIC"|"0"|"0"|"AWARDS PROVIDED TO INDIVIDUALS"|""|"2000.0000"
"01-0794834"|"INTERNATIONAL SOCIETY FOR AUTISM RESEARCH"|"34464"|"1594051"|"EUROPE (INCLUDING ICELAND & GREENLAND)"|"0"|"0"|"ANNUAL MEETING HELD IN SAN SEBASTIAN"|""|"771298.0000"
"01-0566033"|"ISRAEL EMERGENCY ALLIANCE"|"35018"|"1601788"|"ISRAEL"|"1"|"21"|"PROGRAM SERVICES"|"ISRAEL EMERGENCY ALLIANCE APPLIES ITS MISSION OF EDUCATION IN ISRAEL."|"1346723.0000"
"01-0566033"|"ISRAEL EMERGENCY ALLIANCE"|"35019"|"1601788"|"ENGLAND"|"1"|"2"|"PROGRAM SERVICES"|"ISRAEL EMERGENCY ALLIANCE APPLIES ITS MISSION OF EDUCATION IN ISRAEL."|"205051.0000"
"01-6022787"|"Medical Care Development Inc"|"34878"|"1601794"|"Sub-Saharan Africa"|"5"|"74"|"Program Services - Malaria Prevention & Treatment"|"Indoor residual spraying, insecticide & drug resistance monitoring, bed net distribution"|"14349461.0000"
"01-6022787"|"Medical Care Development Inc"|"34879"|"1601794"|"Sub-Saharan Africa"|"1"|"6"|"Program Services - Child Survival"|"Increasing the life of long-lasting insecticide treated bed nets"|"110783.0000"
"01-6022787"|"Medical Care Development Inc"|"34880"|"1601794"|"Sub-Saharan Africa"|"1"|"11"|"Program Services - Child Survial"|"Family Planning"|"400851.0000"
"01-6022787"|"Medical Care Development Inc"|"34881"|"1601794"|"Sub-Saharan Africa"|"3"|"54"|"Program Services - Water Supply & Sanitation"|"Improving sanitation knowledge at the community level"|"2192475.0000"
"01-6022787"|"Medical Care Development Inc"|"34882"|"1601794"|"Sub-Saharan Africa"|"1"|"1"|"Program Services - Health Sector Reform"|"Improve the use of selected health services and products and improve health related practices"|"13522.0000"
"01-0365189"|"Celebration Inc"|"36434"|"1616520"|"Romania"|"2"|"0"|"Financial assistance to operate 2 orphanages in the region"|"Financial aid to orphanages"|"126186.0000"
